"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"GAS2L1"	2.69538283928993e-07	2.5268893542143	0.043	0.007	0.00338809622898744	"1"	"GAS2L1"
"RNF135"	3.07423071475721e-07	1.47042240255527	0.103	0.039	0.00386430800844982	"1"	"RNF135"
"TTYH2"	3.13405501549922e-07	2.59101969163402	0.045	0.007	0.00393950715448252	"1"	"TTYH2"
"ETHE1"	3.22370881845628e-07	0.760900858817584	0.215	0.117	0.00405220198479954	"1"	"ETHE1"
"PGP"	3.32967378383844e-07	1.30943052588297	0.121	0.05	0.00418539994628492	"1"	"PGP"
"DOK3"	3.47800041474279e-07	2.84523607769473	0.069	0.02	0.00437184652133169	"1"	"DOK3"
"SNX27"	3.61373046092106e-07	1.56995807610619	0.087	0.031	0.00454245918937778	"1"	"SNX27"
"ARL11"	3.65346766832145e-07	2.10911688721422	0.059	0.014	0.00459240885908006	"1"	"ARL11"
"PHC2"	3.87463393282158e-07	2.40645934382331	0.049	0.009	0.00487041485355672	"1"	"PHC2"
"IL10RB"	3.91156530798611e-07	1.05439370087338	0.17	0.087	0.00491683759213854	"1"	"IL10RB"
"HCAR3"	3.91584389451733e-07	2.31246185381382	0.051	0.01	0.00492221577540828	"1"	"HCAR3"
"WASF2"	3.93154083100777e-07	0.702061612113533	0.275	0.166	0.00494194682457677	"1"	"WASF2"
"CALHM2"	3.95562842642962e-07	1.4144404984849	0.13	0.057	0.00497222493202204	"1"	"CALHM2"
"CHN2"	4.03266514488114e-07	3.27039779424728	0.045	0.008	0.00506906008711559	"1"	"CHN2"
"LILRA6"	4.05254148465223e-07	2.33179833891142	0.051	0.01	0.00509404464620786	"1"	"LILRA6"
"DNAJC4"	4.06953734531999e-07	1.01390826730027	0.188	0.099	0.00511540844306723	"1"	"DNAJC4"
"SQSTM1"	4.16792781966637e-07	0.724286222497482	0.291	0.18	0.00523908526932062	"1"	"SQSTM1"
"KCNMB1"	4.24775835429322e-07	2.7398830775485	0.04	0.006	0.00533943225134658	"1"	"KCNMB1"
"CCDC88A"	4.27838484351938e-07	1.78813824615572	0.065	0.022	0.00537792974830386	"1"	"CCDC88A"
"TET2"	4.42774798381193e-07	2.07245841663537	0.061	0.015	0.0055656792156516	"1"	"TET2"
"THG1L"	4.46418253621815e-07	1.72196116955124	0.071	0.024	0.00561147744802621	"1"	"THG1L"
"KIF13A"	4.63917116766869e-07	3.24238341807768	0.032	0.003	0.00583143815775955	"1"	"KIF13A"
"SECTM1"	4.96456173669865e-07	1.99880137491006	0.063	0.016	0.0062404541030302	"1"	"SECTM1"
"ARID3A"	5.21993231146277e-07	2.61435219546464	0.043	0.007	0.0065614549155087	"1"	"ARID3A"
"NKIRAS2"	5.39216773525825e-07	1.17002746921755	0.093	0.033	0.00677795484321961	"1"	"NKIRAS2"
"TCIRG1"	5.64352036550224e-07	1.05643071342798	0.164	0.08	0.00709390509943632	"1"	"TCIRG1"
"NUMB"	5.77926951095482e-07	1.45105267083737	0.13	0.067	0.00726454177527021	"1"	"NUMB"
"NADK"	5.8302900524063e-07	1.49499601842497	0.091	0.035	0.00732867459587471	"1"	"NADK"
"SH3BP2"	5.86628325210322e-07	1.23353041152371	0.128	0.055	0.00737391804789375	"1"	"SH3BP2"
"TIMM8B"	6.17057754287357e-07	0.953286715657694	0.178	0.091	0.00775641597139208	"1"	"TIMM8B"
"ATP6V0A1"	6.23339082950678e-07	1.97434833118552	0.059	0.015	0.00783537227269002	"1"	"ATP6V0A1"
"TFE3"	6.57946654664418e-07	2.41795498266114	0.047	0.009	0.00827038944913174	"1"	"TFE3"
"MILR1"	6.96989704418318e-07	2.20936836084972	0.053	0.011	0.00876116058453826	"1"	"MILR1"
"ERCC1"	7.20481187707338e-07	0.930547791362655	0.186	0.098	0.00905644852948124	"1"	"ERCC1"
"DENND5A"	7.37288787257328e-07	2.2804514589112	0.065	0.02	0.00926772005582461	"1"	"DENND5A"
"ZEB2"	7.70423736692106e-07	1.1732991061422	0.14	0.065	0.00968422637021977	"1"	"ZEB2"
"MYO1F"	7.74709909667688e-07	0.669493749657103	0.32	0.207	0.00973810356452284	"1"	"MYO1F"
"MAP3K11"	9.35171340878157e-07	1.27622687304948	0.115	0.048	0.0117551037548384	"1"	"MAP3K11"
"SSR3"	9.36722086502336e-07	0.925438730704577	0.259	0.155	0.0117745966273344	"1"	"SSR3"
"ANKRD13D"	9.64913968380099e-07	1.25113589208665	0.119	0.05	0.0121289685825378	"1"	"ANKRD13D"
"SIGLEC7"	9.72608167847827e-07	2.06181117243586	0.057	0.014	0.0122256846698472	"1"	"SIGLEC7"
"ATP6V1B2"	1.0030283859733e-06	1.14558271224801	0.138	0.067	0.0126080668116844	"1"	"ATP6V1B2"
"IL15"	1.07558272072192e-06	1.80699727340704	0.065	0.018	0.0135200747994745	"1"	"IL15"
"SQRDL"	1.14870458575613e-06	0.791037165498603	0.215	0.12	0.0144392166429546	"1"	"SQRDL"
"CD300A"	1.15318895634491e-06	0.855752384939837	0.196	0.106	0.0144955851812555	"1"	"CD300A"
"SRSF9"	1.27242994186484e-06	0.743725143842895	0.379	0.271	0.015994444369241	"1"	"SRSF9"
"FAM49A"	1.34001881233499e-06	1.42909554026634	0.097	0.038	0.0168440364710508	"1"	"FAM49A"
"NMI"	1.37127627084651e-06	0.787711602639116	0.245	0.149	0.0172369427245406	"1"	"NMI"
"VIMP"	1.37316028111709e-06	0.847811196651527	0.221	0.132	0.0172606247336418	"1"	"VIMP"
"CLEC11A"	1.40354274191903e-06	1.62440586012856	0.081	0.028	0.0176425322659222	"1"	"CLEC11A"
"NINJ2"	1.43016947327422e-06	1.84081198639928	0.065	0.02	0.017977230279057	"1"	"NINJ2"
"HHEX"	1.46365879023065e-06	1.19098983153487	0.134	0.062	0.0183981909931993	"1"	"HHEX"
"RARA"	1.55237147539516e-06	2.17629422761991	0.083	0.029	0.0195133094457171	"1"	"RARA"
"PSMB7"	1.59108074550272e-06	0.679488479496332	0.387	0.285	0.0199998849709692	"1"	"PSMB7"
"SPINT2"	1.66094426404045e-06	0.756002742911778	0.229	0.133	0.0208780693989884	"1"	"SPINT2"
"MAFG"	1.6611928643563e-06	2.05870526156804	0.055	0.014	0.0208811943049587	"1"	"MAFG"
"SDSL"	1.69197333880457e-06	2.5472379996061	0.04	0.007	0.0212681048687734	"1"	"SDSL"
"ATP5J2"	2.03399419140462e-06	0.566464866068092	0.407	0.294	0.0255673069859561	"1"	"ATP5J2"
"COQ2"	2.06578085992982e-06	1.62440586012856	0.079	0.027	0.0259668654093178	"1"	"COQ2"
"NDUFB7"	2.11351330405671e-06	0.572096986862523	0.368	0.253	0.0265668622319928	"1"	"NDUFB7"
"LMO2"	2.25163576587796e-06	1.91391247732355	0.061	0.017	0.0283030615770859	"1"	"LMO2"
"UBAC1"	2.30598463149205e-06	1.44442719402233	0.087	0.032	0.0289862268178551	"1"	"UBAC1"
"H1F0"	2.33158873775682e-06	1.904942323819	0.063	0.018	0.0293080704336032	"1"	"H1F0"
"ENY2"	2.37669192494972e-06	0.64566773593085	0.273	0.171	0.0298750174966179	"1"	"ENY2"
"PHACTR1"	2.41414119261692e-06	2.04931038886675	0.089	0.035	0.0303457547911947	"1"	"PHACTR1"
"GAA"	2.448617039878e-06	1.80128362221264	0.067	0.02	0.0307791161912664	"1"	"GAA"
"AKT1"	2.60723786346972e-06	1.84176269156771	0.063	0.018	0.0327729799438144	"1"	"AKT1"
"SLC31A1"	2.81349739875325e-06	2.92045532319032	0.032	0.004	0.0353656623023284	"1"	"SLC31A1"
"PEA15"	2.81428940325853e-06	1.6639342243152	0.071	0.022	0.0353756177989597	"1"	"PEA15"
"XXbac-B135H6.15"	2.82484292699561e-06	2.56995807610619	0.038	0.006	0.0355082755923348	"1"	"XXbac-B135H6.15"
"AAED1"	2.97339978967158e-06	1.37962686400204	0.097	0.038	0.0373756353561718	"1"	"AAED1"
"ZMIZ1"	3.02125340082035e-06	2.05182708386324	0.053	0.013	0.0379771552483117	"1"	"ZMIZ1"
"MRPL27"	3.07212045595511e-06	1.00059243043605	0.162	0.084	0.0386165541313557	"1"	"MRPL27"
"PSMB4"	3.10003165435259e-06	0.74111879072117	0.247	0.155	0.038967397895212	"1"	"PSMB4"
"CTD-2006K23.1"	3.20224984083742e-06	1.15492057682734	0.067	0.023	0.0402522804993264	"1"	"CTD-2006K23.1"
"STRN4"	3.49939381397063e-06	2.21632112149149	0.047	0.01	0.0439873802416109	"1"	"STRN4"
"CARD9"	3.66763272994495e-06	2.06181117243586	0.053	0.014	0.0461021434154081	"1"	"CARD9"
"IFIT1"	3.8706333132722e-06	0.851934045593442	0.138	0.066	0.0486538607478315	"1"	"IFIT1"
"MID1IP1"	3.99559198299194e-06	1.35678418479912	0.188	0.11	0.0502245912262086	"1"	"MID1IP1"
"FAM46A"	4.02815801911642e-06	1.2022262916057	0.117	0.052	0.0506339463002934	"1"	"FAM46A"
"RPL26L1"	4.62780568239299e-06	1.2804514589112	0.134	0.07	0.0581715174276799	"1"	"RPL26L1"
"TFEB"	4.87917695353549e-06	1.63296787363199	0.069	0.025	0.0613312543059411	"1"	"TFEB"
"HSPA1A"	4.97693119857953e-06	1.15492057682734	0.117	0.056	0.0625600251661446	"1"	"HSPA1A"
"PLD3"	5.1031438628646e-06	1.08537964357427	0.138	0.069	0.064146518356208	"1"	"PLD3"
"GNS"	5.14660296189805e-06	2.02106483009255	0.085	0.035	0.0646927992310585	"1"	"GNS"
"OGFR"	5.42789820714927e-06	0.925674484449834	0.156	0.091	0.0682286804638663	"1"	"OGFR"
"LMO4"	5.58938245871072e-06	1.03186218042301	0.132	0.063	0.0702585375059938	"1"	"LMO4"
"NACC2"	5.78307784300854e-06	2.37731299816379	0.04	0.008	0.0726932884866173	"1"	"NACC2"
"CLMN"	5.78307784300886e-06	2.37731299816379	0.04	0.008	0.0726932884866214	"1"	"CLMN"
"SKAP2"	5.85231581937627e-06	0.853751042106779	0.109	0.049	0.0735636098495598	"1"	"SKAP2"
"CTD-2267D19.2"	5.90776020486932e-06	2.08780638096881	0.04	0.009	0.0742605457752074	"1"	"CTD-2267D19.2"
"RBX1"	6.64573456080647e-06	0.650017174401399	0.364	0.259	0.0835368834293373	"1"	"RBX1"
"BTK"	6.78276282139001e-06	0.64536547876421	0.134	0.066	0.0852593286648725	"1"	"BTK"
"EMR2"	6.83444104836809e-06	1.50582773868647	0.079	0.028	0.0859089239779868	"1"	"EMR2"
"CXCL16"	7.15052456219303e-06	1.14056528385027	0.093	0.039	0.0898820937467664	"1"	"CXCL16"
"ALDH3B1"	7.47571216309512e-06	1.7398830775485	0.065	0.021	0.0939697018901057	"1"	"ALDH3B1"
"RPUSD2"	7.54923213062464e-06	0.937329141754718	0.006	0.03	0.0948938478819517	"1"	"RPUSD2"
"BACH1"	7.58214895413937e-06	1.92543873070458	0.051	0.015	0.0953076123535319	"1"	"BACH1"
"C1orf43"	7.65457653305487e-06	0.641556873153979	0.298	0.2	0.0962180270204997	"1"	"C1orf43"
"SMAP2"	7.66904537822097e-06	0.606299923169909	0.229	0.138	0.0963999004042375	"1"	"SMAP2"
"GLA"	7.70447778341724e-06	1.68098938849493	0.067	0.021	0.0968452857375547	"1"	"GLA"
"TOM1"	7.75593273108768e-06	1.32668692509382	0.095	0.039	0.0974920744297721	"1"	"TOM1"
"CKLF"	7.77093713157947e-06	0.686099670715342	0.285	0.186	0.0976806797439539	"1"	"CKLF"
"C1orf85"	7.93475195951178e-06	1.7398830775485	0.063	0.019	0.0997398321310631	"1"	"C1orf85"
"RTN4"	8.52722999150438e-06	0.517749598156729	0.314	0.211	0.10718728099321	"1"	"RTN4"
"SPCS3"	8.74635523494127e-06	0.873900425520188	0.15	0.094	0.109941685303212	"1"	"SPCS3"
"GPR35"	8.86280810849625e-06	1.94341647163363	0.036	0.007	0.111405497923798	"1"	"GPR35"
"LEPROT"	9.46853845128484e-06	0.903788260049842	0.128	0.061	0.11901952833265	"1"	"LEPROT"
"ICAM1"	1.01780063052123e-05	2.29931048616252	0.04	0.008	0.127937539256519	"1"	"ICAM1"
"NEK6"	1.02040767829539e-05	2.22203477268588	0.043	0.009	0.128265245161731	"1"	"NEK6"
"TPMT"	1.03238641339618e-05	1.09504912084995	0.113	0.052	0.1297709721639	"1"	"TPMT"
"TRAPPC2L"	1.17944638212314e-05	0.854747034580503	0.227	0.143	0.148256410232879	"1"	"TRAPPC2L"
"ZNF106"	1.2116202956199e-05	1.53566489855231	0.126	0.061	0.152300671159421	"1"	"ZNF106"
"RP11-274B18.2"	1.28144168418649e-05	2.65742091735653	0.032	0.005	0.161077219702242	"1"	"RP11-274B18.2"
"ADRBK2"	1.29266378073793e-05	1.65534956733683	0.057	0.017	0.162487837238758	"1"	"ADRBK2"
"HSD17B10"	1.37296901757719e-05	0.619201595126037	0.239	0.176	0.172582205509452	"1"	"HSD17B10"
"TAX1BP3"	1.40706216702233e-05	1.15492057682734	0.117	0.056	0.176867714394707	"1"	"TAX1BP3"
"FUCA1"	1.47952224072814e-05	1.46304287218968	0.075	0.028	0.185975945659527	"1"	"FUCA1"
"MTMR14"	1.51823129483661e-05	0.916931300439878	0.166	0.092	0.190841673760962	"1"	"MTMR14"
"PIGU"	1.52225371052882e-05	1.10761486204899	0.008	0.026	0.191347291413472	"1"	"PIGU"
"ALKBH7"	1.60265710922913e-05	0.847994645279229	0.304	0.21	0.201453998630102	"1"	"ALKBH7"
"TAF6L"	1.60517833637512e-05	1.54919951593939	0.045	0.011	0.201770916882353	"1"	"TAF6L"
"ZNF706"	1.61796506842079e-05	0.520597904970578	0.377	0.285	0.203378209100494	"1"	"ZNF706"
"ZSWIM7"	1.66686569052895e-05	0.973313770337397	0.144	0.08	0.209525017299489	"1"	"ZSWIM7"
"COA3"	1.67346408172896e-05	0.860473218362089	0.176	0.108	0.210354435073331	"1"	"COA3"
"SIGLEC14"	1.71571554910183e-05	1.77640895357361	0.038	0.008	0.2156654445221	"1"	"SIGLEC14"
"TOR4A"	1.72992181637695e-05	2.30692367027239	0.038	0.008	0.217451172318583	"1"	"TOR4A"
"RNF19B"	1.7299218163772e-05	2.30692367027239	0.038	0.008	0.217451172318614	"1"	"RNF19B"
"MRPL28"	1.8703918529312e-05	1.19373982571787	0.148	0.091	0.235108255913452	"1"	"MRPL28"
"ZNF703"	1.88713649788127e-05	1.62440586012856	0.065	0.021	0.237213057783675	"1"	"ZNF703"
"INPPL1"	1.90283101266575e-05	1.90116398458156	0.051	0.014	0.239185858292084	"1"	"INPPL1"
"KIAA2013"	1.98388020403584e-05	1.83299248193998	0.053	0.015	0.249373741647305	"1"	"KIAA2013"
"EMC6"	2.03801151847215e-05	0.783239446742882	0.188	0.122	0.256178047871949	"1"	"EMC6"
"NCOR2"	2.1709175458157e-05	3.2950982348756	0.059	0.021	0.272884335509034	"1"	"NCOR2"
"PRDX6"	2.199007626598e-05	0.524088185045724	0.356	0.254	0.276415258663369	"1"	"PRDX6"
"RNASEH2C"	2.21181500104086e-05	0.616674575013219	0.241	0.152	0.278025145630836	"1"	"RNASEH2C"
"RAB10"	2.38535228244065e-05	0.978238209209723	0.202	0.131	0.29983878190279	"1"	"RAB10"
"GM2A"	2.45550928609231e-05	1.83299248193998	0.053	0.015	0.308657517261803	"1"	"GM2A"
"IRF2BP2"	2.49152997669877e-05	0.842751448402311	0.164	0.09	0.313185318071035	"1"	"IRF2BP2"
"CPM"	2.51308787691613e-05	2.54194369993659	0.032	0.005	0.315895146128358	"1"	"CPM"
"FEZ2"	2.55564483029045e-05	1.30692367027239	0.087	0.035	0.321244555167509	"1"	"FEZ2"
"CHMP2A"	2.6824140598144e-05	0.576944506422295	0.326	0.235	0.33717944731867	"1"	"CHMP2A"
"ZG16B"	2.89385747808993e-05	2.15492057682734	0.04	0.009	0.363757884995904	"1"	"ZG16B"
"TLR4"	2.8938574780905e-05	2.15492057682734	0.04	0.009	0.363757884995976	"1"	"TLR4"
"CSF2RB"	2.96232093716361e-05	2.22892115827112	0.038	0.008	0.372363741801466	"1"	"CSF2RB"
"ARRB1"	3.00345342502736e-05	1.34756565476974	0.083	0.033	0.377534095525939	"1"	"ARRB1"
"IRF7"	3.1650960156306e-05	0.566502517469969	0.229	0.143	0.397852569164767	"1"	"IRF7"
"MXD1"	3.22353819128245e-05	1.48749591591422	0.061	0.024	0.405198750644204	"1"	"MXD1"
"CNTLN"	3.40867161827368e-05	2.7398830775485	0.028	0.004	0.428470022417002	"1"	"CNTLN"
"PLOD1"	3.40867161827393e-05	2.7398830775485	0.028	0.004	0.428470022417033	"1"	"PLOD1"
"CMIP"	3.4135586121314e-05	1.35285995443925	0.077	0.03	0.429084317544917	"1"	"CMIP"
"PSTPIP1"	3.47080777572418e-05	1.0570732534292	0.168	0.1	0.436280537408529	"1"	"PSTPIP1"
"NAIP"	3.51364344574843e-05	2.47684867171471	0.028	0.005	0.441664981130577	"1"	"NAIP"
"FAM127A"	3.98128866912401e-05	1.5268893542143	0.087	0.038	0.500447985708888	"1"	"FAM127A"
"SCNM1"	4.33441945585721e-05	0.723074789861947	0.18	0.106	0.544836525601251	"1"	"SCNM1"
"SIL1"	4.3857019369309e-05	1.47684867171471	0.067	0.025	0.551282733472214	"1"	"SIL1"
"XAF1"	4.44071452188508e-05	0.636684189907001	0.271	0.187	0.558197815400955	"1"	"XAF1"
"MTHFS"	4.45410236195282e-05	0.813515107440678	0.176	0.108	0.55988066689747	"1"	"MTHFS"
"VMP1"	4.56975775437841e-05	0.690812470980574	0.198	0.12	0.574418549725366	"1"	"VMP1"
"DNTTIP1"	4.67358725013953e-05	2.01741705307741	0.109	0.057	0.587469917342539	"1"	"DNTTIP1"
"ZNF516"	4.69939193573863e-05	2.43502849602008	0.032	0.006	0.590713566322346	"1"	"ZNF516"
"SRGAP2"	4.92973530186072e-05	2.15492057682734	0.038	0.009	0.619667727443893	"1"	"SRGAP2"
"SCAND1"	4.93570107084108e-05	0.645608172858633	0.356	0.273	0.620417624604724	"1"	"SCAND1"
"UQCRQ"	5.00456918128745e-05	0.512814169002579	0.36	0.263	0.629074346087833	"1"	"UQCRQ"
"MIR142"	5.03478939171899e-05	0.597504402991851	0.233	0.148	0.632873026539077	"1"	"MIR142"
"SOX4"	5.29893468089923e-05	1.82477197513501	0.053	0.016	0.666076089389033	"1"	"SOX4"
"UBE2E2"	5.35162982422611e-05	1.23086943006064	0.077	0.032	0.672699868905222	"1"	"UBE2E2"
"HADHB"	5.88788661846466e-05	0.78688055708567	0.196	0.125	0.740107347941008	"1"	"HADHB"
"FRAT1"	6.0136460570353e-05	2.45448085868625	0.051	0.017	0.755915309369337	"1"	"FRAT1"
"PIK3AP1"	6.19527075668031e-05	1.05129794575319	0.093	0.043	0.778745534114715	"1"	"PIK3AP1"
"PSMA4"	6.24613090354635e-05	0.756792856058583	0.194	0.123	0.785138654575776	"1"	"PSMA4"
"ASCL2"	6.34828682482267e-05	0.896186308427176	0.107	0.053	0.79797965388021	"1"	"ASCL2"
"FAM214B"	6.48966735285911e-05	1.7398830775485	0.051	0.016	0.81575118625439	"1"	"FAM214B"
"FADS1"	6.50330335738478e-05	3.19054448655807	0.036	0.009	0.817465232023266	"1"	"FADS1"
"IFI44"	6.59235926727062e-05	0.669493749657102	0.164	0.093	0.828659559895917	"1"	"IFI44"
"MX2"	6.92139293243192e-05	0.687141615476527	0.168	0.097	0.870019091606692	"1"	"MX2"
"ADAM15"	7.06145177062908e-05	1.79877676660207	0.049	0.014	0.887624487568075	"1"	"ADAM15"
"SNAP29"	7.3773803636804e-05	0.955939542100949	0.132	0.071	0.927336711714627	"1"	"SNAP29"
"TEN1"	7.42313643891422e-05	0.804423329743211	0.113	0.057	0.933088250371518	"1"	"TEN1"
"EVI2A"	7.45855607347186e-05	0.744514526280146	0.198	0.124	0.937540498435413	"1"	"EVI2A"
"RP11-395A13.2"	7.99024250997747e-05	2.08453124893595	0.038	0.009	1	"1"	"RP11-395A13.2"
"NEU1"	8.04785556324742e-05	1.15492057682734	0.093	0.042	1	"1"	"NEU1"
"STX7"	8.23569978143289e-05	0.686602994958458	0.18	0.107	1	"1"	"STX7"
"SRD5A3"	8.29754239134043e-05	1.15492057682734	0.095	0.043	1	"1"	"SRD5A3"
"CTA-217C2.1"	8.33219896930394e-05	1.70240837212984	0.036	0.009	1	"1"	"CTA-217C2.1"
"ATP5H"	8.36199763943653e-05	0.50462804473035	0.411	0.326	1	"1"	"ATP5H"
"SHMT2"	8.44854297223605e-05	1.02486003626297	0.101	0.048	1	"1"	"SHMT2"
"PHLDA2"	8.77249395915617e-05	2.15492057682734	0.032	0.007	1	"1"	"PHLDA2"
"CINP"	8.89256481482418e-05	1.0088423173394	0.107	0.06	1	"1"	"CINP"
"HADHA"	9.18117364257284e-05	0.566955587944665	0.271	0.184	1	"1"	"HADHA"
"AURKAIP1"	9.27514632011361e-05	0.549109519055865	0.342	0.26	1	"1"	"AURKAIP1"
"PTPMT1"	9.39998621704071e-05	0.607432781524851	0.156	0.115	1	"1"	"PTPMT1"
"SHC1"	9.52601159349941e-05	1.69097347706755	0.053	0.017	1	"1"	"SHC1"
"CCDC69"	9.53213164359433e-05	1.16043758179491	0.168	0.108	1	"1"	"CCDC69"
"NUDT22"	9.59593463001161e-05	0.990801197066238	0.132	0.08	1	"1"	"NUDT22"
"SYNGR2"	9.69985582078115e-05	0.825736665937183	0.182	0.12	1	"1"	"SYNGR2"
"DPP7"	9.92918160909207e-05	0.584516171796357	0.255	0.197	1	"1"	"DPP7"
"DHRS7B"	0.000100364474025351	1.39410824070677	0.069	0.026	1	"1"	"DHRS7B"
"RCC2"	0.000100410862603843	1.40949340391294	0.065	0.024	1	"1"	"RCC2"
"EIF6"	0.000101719467127943	0.572740516777515	0.287	0.2	1	"1"	"EIF6"
"C11orf21"	0.000102739455533763	0.912064052931181	0.113	0.057	1	"1"	"C11orf21"
"ADAP1"	0.000105837823675269	1.63554641773376	0.055	0.019	1	"1"	"ADAP1"
"RP11-362F19.1"	0.00011036954172388	1.22892115827112	0.059	0.023	1	"1"	"RP11-362F19.1"
"RASSF2"	0.000113326985376464	1.29931048616252	0.077	0.033	1	"1"	"RASSF2"
"LAT2"	0.000113997613487885	0.587445502835029	0.142	0.079	1	"1"	"LAT2"
"UBE2J1"	0.000115137204254391	0.741782610463982	0.168	0.098	1	"1"	"UBE2J1"
"PNPLA6"	0.000115513445192745	1.21006213101981	0.075	0.035	1	"1"	"PNPLA6"
"CALCOCO2"	0.000116471478576984	0.628256716670855	0.186	0.113	1	"1"	"CALCOCO2"
"ATP11A"	0.000116891282480964	1.47684867171471	0.059	0.021	1	"1"	"ATP11A"
"FBXL5"	0.000117370149096816	0.894857737524841	0.142	0.082	1	"1"	"FBXL5"
"KIAA0319L"	0.000120322610479281	1.32710155221003	0.075	0.031	1	"1"	"KIAA0319L"
"APOBR"	0.000120453049675526	1.28365389094955	0.077	0.033	1	"1"	"APOBR"
"AK2"	0.000121736616227961	0.62148837674627	0.095	0.095	1	"1"	"AK2"
"ILK"	0.000125285234733626	0.660656386397925	0.166	0.098	1	"1"	"ILK"
"CEACAM4"	0.000129338613028919	1.36137145429477	0.028	0.005	1	"1"	"CEACAM4"
"CMPK2"	0.000130412005950255	1.03153816132206	0.103	0.05	1	"1"	"CMPK2"
"YWHAE"	0.00013200472037235	0.518427775466106	0.198	0.123	1	"1"	"YWHAE"
"TBC1D2"	0.000135834901050116	2.08091999538357	0.036	0.009	1	"1"	"TBC1D2"
"C1orf86"	0.000135967542844276	0.900896546441786	0.231	0.166	1	"1"	"C1orf86"
"SFXN5"	0.000136339844900381	1.82050153775679	0.045	0.013	1	"1"	"SFXN5"
"TBL1X"	0.000136339844900381	1.82050153775679	0.045	0.013	1	"1"	"TBL1X"
"DENND3"	0.000136646923078156	1.46102370455302	0.063	0.024	1	"1"	"DENND3"
"TXNL4A"	0.000141264832919322	0.724680670904831	0.202	0.128	1	"1"	"TXNL4A"
"NLRC4"	0.000152628504385043	2.60237955379857	0.026	0.005	1	"1"	"NLRC4"
"NOTCH2"	0.000152721776543763	1.20383017730829	0.085	0.038	1	"1"	"NOTCH2"
"STK32C"	0.000156850207525589	1.18188762442761	0.053	0.019	1	"1"	"STK32C"
"DNAJB12"	0.000173722122108412	1.11227623941885	0.095	0.045	1	"1"	"DNAJB12"
"PISD"	0.00017558798845521	1.40949340391294	0.061	0.025	1	"1"	"PISD"
"NDUFS3"	0.000179577874905133	0.784357706689105	0.215	0.146	1	"1"	"NDUFS3"
"CBWD1"	0.000183973531489705	0.982281190687996	0.109	0.059	1	"1"	"CBWD1"
"ZNF581"	0.000186322550664122	0.832992481939982	0.154	0.09	1	"1"	"ZNF581"
"TYK2"	0.000187699399809611	1.33675889981316	0.071	0.029	1	"1"	"TYK2"
"RP11-110A12.2"	0.00019541886973539	1.95328671565769	0.038	0.01	1	"1"	"RP11-110A12.2"
"PNPLA2"	0.000197839434862175	1.06094442861833	0.097	0.049	1	"1"	"PNPLA2"
"GSR"	0.000203074342689455	1.36137145429477	0.059	0.022	1	"1"	"GSR"
"TCEAL8"	0.000207110716781999	0.679471560852678	0.085	0.132	1	"1"	"TCEAL8"
"MTHFD2"	0.000213012116029105	0.958119869393637	0.119	0.064	1	"1"	"MTHFD2"
"DNAJC5"	0.0002175446465141	1.08453124893595	0.093	0.046	1	"1"	"DNAJC5"
"ARID1A"	0.00022082230557737	0.772063483297651	0.087	0.06	1	"1"	"ARID1A"
"SLC36A4"	0.000225980465585008	1.41795498266114	0.063	0.024	1	"1"	"SLC36A4"
"STAT2"	0.000227713096606019	0.990944841716218	0.103	0.051	1	"1"	"STAT2"
"NDUFC1"	0.000229857067983646	0.589520342484706	0.154	0.122	1	"1"	"NDUFC1"
"TPGS1"	0.000231277191888194	0.720374918659286	0.168	0.106	1	"1"	"TPGS1"
"LAIR1"	0.000242226866717314	1.18377543949953	0.121	0.082	1	"1"	"LAIR1"
"MCTP1"	0.000246327704069316	2.24802998121883	0.03	0.006	1	"1"	"MCTP1"
"CTB-55O6.12"	0.000246327704069351	2.24802998121883	0.03	0.006	1	"1"	"CTB-55O6.12"
"CUEDC2"	0.000247404326475399	0.728295103273289	0.164	0.107	1	"1"	"CUEDC2"
"POLR2J"	0.000261382917083259	0.502142691878616	0.314	0.229	1	"1"	"POLR2J"
"P2RY13"	0.000262098112772006	1.64034740399759	0.04	0.012	1	"1"	"P2RY13"
"CYFIP1"	0.000263810913414362	1.7398830775485	0.038	0.01	1	"1"	"CYFIP1"
"MGAT1"	0.000268391138565231	0.614352195464642	0.18	0.111	1	"1"	"MGAT1"
"CCDC159"	0.000271945615974923	1.13861876449824	0.079	0.04	1	"1"	"CCDC159"
"CD55"	0.00027208617818285	0.567046480686285	0.249	0.183	1	"1"	"CD55"
"TOLLIP"	0.000278326885056509	0.966716841666723	0.113	0.059	1	"1"	"TOLLIP"
"CHPT1"	0.000282183328102381	0.743725143842895	0.162	0.105	1	"1"	"CHPT1"
"SCARB2"	0.000283705556175689	1.45037646035352	0.047	0.02	1	"1"	"SCARB2"
"SMARCD2"	0.000285059491820405	1.69548895819005	0.045	0.015	1	"1"	"SMARCD2"
"TUBGCP2"	0.000285885851156918	1.09720507897106	0.091	0.043	1	"1"	"TUBGCP2"
"INPP1"	0.000286994657342765	1.62885176515976	0.049	0.016	1	"1"	"INPP1"
"NDUFA3"	0.000288839689211846	0.534669326103049	0.287	0.21	1	"1"	"NDUFA3"
"GIMAP8"	0.000296645066384353	1.35422938505075	0.061	0.024	1	"1"	"GIMAP8"
"EIF2AK4"	0.000301909671238786	2.59101969163402	0.057	0.023	1	"1"	"EIF2AK4"
