"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"TPMT1"	1.03378983799994e-05	1.63529722753252	0.156	0.057	0.129947382636592	"5"	"TPMT"
"ATP5G3"	1.03480282255144e-05	0.699457175602574	0.587	0.406	0.130074714794716	"5"	"ATP5G3"
"TMC6"	1.04496076819134e-05	0.976991151131483	0.263	0.125	0.131351568561651	"5"	"TMC6"
"FAM49B"	1.07738053962356e-05	0.571719393662335	0.461	0.283	0.135426733830681	"5"	"FAM49B"
"TAGLN2"	1.07745441589044e-05	0.829957493188961	0.533	0.486	0.135436020077429	"5"	"TAGLN2"
"ARHGAP4"	1.13170080627241e-05	0.999558908036758	0.246	0.112	0.142254791348441	"5"	"ARHGAP4"
"CCDC90B1"	1.14339421683118e-05	1.22762795183306	0.216	0.09	0.143724653055679	"5"	"CCDC90B"
"ADAR"	1.1436435219449e-05	1.29450849394731	0.299	0.163	0.143755990708475	"5"	"ADAR"
"ERP441"	1.15905877829216e-05	0.913881107276845	0.311	0.158	0.145693688431325	"5"	"ERP44"
"MAP3K7CL"	1.18798974300381e-05	3.29147443385768	0.066	0.013	0.149330310695579	"5"	"MAP3K7CL"
"CYTH4"	1.21019259083035e-05	1.51560871479708	0.251	0.118	0.152121208667375	"5"	"CYTH4"
"CAPN1"	1.21390633815922e-05	0.968718630949399	0.18	0.116	0.152588026706614	"5"	"CAPN1"
"NR4A11"	1.23392928591166e-05	1.23427903227614	0.228	0.097	0.155104911239096	"5"	"NR4A1"
"RETN1"	1.24309570594553e-05	1.57636107567367	0.126	0.037	0.156257130237354	"5"	"RETN"
"RAB11A"	1.25285779487497e-05	1.32514445774732	0.228	0.109	0.157484224815784	"5"	"RAB11A"
"UBE2E3"	1.2583360948034e-05	1.12627184265777	0.246	0.111	0.158172847116787	"5"	"UBE2E3"
"SYK1"	1.26068769630969e-05	1.26129417371893	0.18	0.07	0.158468443426128	"5"	"SYK"
"PARVB1"	1.28785151079293e-05	1.99574124229781	0.12	0.047	0.161882934906671	"5"	"PARVB"
"F13A1"	1.28835338241103e-05	3.02642086038724	0.06	0.01	0.161946020169066	"5"	"F13A1"
"SNX271"	1.33391456385839e-05	1.83977846399999	0.126	0.036	0.167673060676999	"5"	"SNX27"
"LRRC8D"	1.3829154683849e-05	1.95797980428536	0.108	0.027	0.173832474375982	"5"	"LRRC8D"
"PLD41"	1.3940285818315e-05	1.52718823369196	0.132	0.04	0.175229392736219	"5"	"PLD4"
"OTUB1"	1.42587199466326e-05	0.881370527583952	0.293	0.147	0.179232109729172	"5"	"OTUB1"
"MRPL21"	1.47054322543507e-05	0.670029355931651	0.281	0.146	0.184847283437188	"5"	"MRPL21"
"C1orf123"	1.56059313223201e-05	1.06706284488458	0.21	0.089	0.196166556721563	"5"	"C1orf123"
"MFSD11"	1.56154992458371e-05	1.83933530778674	0.138	0.053	0.196286825520172	"5"	"MFSD1"
"FBP11"	1.59518054901838e-05	1.47370590342119	0.156	0.053	0.200514195011611	"5"	"FBP1"
"PRKCB1"	1.63474459447852e-05	1.62435689269896	0.263	0.127	0.20548739552595	"5"	"PRKCB"
"PRDX31"	1.63682378916961e-05	0.636571693199224	0.257	0.123	0.20574875029862	"5"	"PRDX3"
"RP11-802E16.3"	1.63768762325008e-05	2.76196437948424	0.072	0.011	0.205857334242535	"5"	"RP11-802E16.3"
"KLF111"	1.64807750465431e-05	3.30479581235551	0.084	0.019	0.207163342335046	"5"	"KLF11"
"CD41"	1.67067082043824e-05	1.10321760964311	0.24	0.107	0.210003322129087	"5"	"CD4"
"MAPK1"	2.00674247999647e-05	1.27261540660636	0.21	0.087	0.252247529735556	"5"	"MAPK1"
"SHKBP11"	2.02204382130635e-05	1.01751386027504	0.293	0.147	0.254170908338208	"5"	"SHKBP1"
"HMG20B"	2.05331862550483e-05	1.4060964167746	0.174	0.065	0.258102151225958	"5"	"HMG20B"
"VKORC11"	2.16627786221202e-05	1.55514229526296	0.192	0.118	0.27230112728005	"5"	"VKORC1"
"UBASH3B"	2.19072207011018e-05	2.7130547790033	0.072	0.011	0.27537376421285	"5"	"UBASH3B"
"MRPL44"	2.19925808855369e-05	1.23393921481116	0.174	0.07	0.276446741731199	"5"	"MRPL44"
"MRPL231"	2.20597920305751e-05	0.643785991005814	0.437	0.266	0.27729158582433	"5"	"MRPL23"
"C3orf14"	2.24918098604187e-05	3.33454315574957	0.054	0.006	0.282722049945463	"5"	"C3orf14"
"HDLBP1"	2.30265217450956e-05	1.45483738946728	0.144	0.047	0.289443378335852	"5"	"HDLBP"
"BAG6"	2.30976400940034e-05	1.15795442402624	0.186	0.076	0.290337335981623	"5"	"BAG6"
"ZNF1061"	2.33130203294861e-05	1.07150874991577	0.174	0.066	0.293044665541641	"5"	"ZNF106"
"IRF51"	2.35403778291952e-05	1.90158374847346	0.114	0.031	0.295902549312984	"5"	"IRF5"
"TRAPPC12"	2.43183935892866e-05	1.60916553585857	0.144	0.047	0.305682207417332	"5"	"TRAPPC12"
"PRKAR1A"	2.4445955361937e-05	1.0638955658059	0.305	0.16	0.307285658899548	"5"	"PRKAR1A"
"AOAH1"	2.45509777590187e-05	1.04218817624555	0.246	0.115	0.308605790430865	"5"	"AOAH"
"RNF213"	2.46643042566805e-05	1.12873361860872	0.365	0.205	0.310030304506474	"5"	"RNF213"
"PSMC3"	2.61360469749686e-05	0.877498129949147	0.305	0.16	0.328530110475355	"5"	"PSMC3"
"UBXN111"	2.61618869667092e-05	1.46737883845666	0.174	0.071	0.328854919171534	"5"	"UBXN11"
"C14orf21"	2.64617559717726e-05	0.662843333049529	0.287	0.156	0.332624272565181	"5"	"C14orf2"
"C11orf311"	2.65865447821634e-05	0.50509014256081	0.599	0.416	0.334192867911794	"5"	"C11orf31"
"JOSD21"	2.67168200417842e-05	1.12992543614109	0.198	0.085	0.335830427925227	"5"	"JOSD2"
"SNRNP25"	2.74397375262376e-05	1.46007403783343	0.15	0.053	0.344917500704807	"5"	"SNRNP25"
"MRPL271"	2.77152130932612e-05	1.13401016837686	0.21	0.091	0.348380228582293	"5"	"MRPL27"
"OSBPL7"	2.80377839001888e-05	2.28723744097121	0.012	0.012	0.352434943625374	"5"	"OSBPL7"
"OGFR1"	2.84501521877428e-05	1.12851418062201	0.216	0.095	0.357618412999927	"5"	"OGFR"
"MT-ND31"	2.90870465946756e-05	0.700337136008561	0.335	0.19	0.365624175695072	"5"	"MT-ND3"
"NEXN"	2.91653618546468e-05	3.20901227366571	0.054	0.007	0.36660859851291	"5"	"NEXN"
"PSMD4"	2.91952047315757e-05	0.811206041123834	0.431	0.262	0.366983723475907	"5"	"PSMD4"
"FKBP8"	2.94669745180471e-05	0.771752036027031	0.449	0.293	0.370399869691852	"5"	"FKBP8"
"HEG1"	2.952519392841e-05	2.51740721289938	0.078	0.014	0.371131687680114	"5"	"HEG1"
"LRMP1"	2.95261951612104e-05	1.72512761130387	0.138	0.044	0.371144273176415	"5"	"LRMP"
"EMILIN21"	3.00981039962959e-05	2.05890871313614	0.102	0.025	0.378333167233439	"5"	"EMILIN2"
"ZNHIT11"	3.09938485381399e-05	0.608576560532618	0.413	0.253	0.389592676124419	"5"	"ZNHIT1"
"RFXANK"	3.17346618672016e-05	1.89397056436359	0.192	0.105	0.398904699670724	"5"	"RFXANK"
"ZMAT5"	3.18751297637648e-05	1.36151020334984	0.156	0.056	0.400670381130523	"5"	"ZMAT5"
"SSBP4"	3.22156248364771e-05	0.865057872448347	0.228	0.114	0.404950404194517	"5"	"SSBP4"
"MX22"	3.23311934565503e-05	1.06499964104222	0.228	0.102	0.406403101748837	"5"	"MX2"
"LRPAP1"	3.23831174290289e-05	0.952952139563865	0.311	0.163	0.407055786082893	"5"	"LRPAP1"
"TBCB1"	3.24308610300981e-05	0.933813493154606	0.437	0.283	0.407655923148333	"5"	"TBCB"
"POP4"	3.27363407905717e-05	1.27417053777009	0.21	0.089	0.411495803737486	"5"	"POP4"
"FAM127A1"	3.28325223720403e-05	1.57270289294433	0.132	0.041	0.412704806216547	"5"	"FAM127A"
"PHKG2"	3.33573807863408e-05	1.49804188803245	0.156	0.055	0.419302276484304	"5"	"PHKG2"
"SYTL1"	3.36252280917466e-05	0.900646629219407	0.299	0.156	0.422669117113255	"5"	"SYTL1"
"NDUFV2"	3.53357945996565e-05	0.674260564080457	0.425	0.259	0.444170938117682	"5"	"NDUFV2"
"STAT21"	3.58600851466539e-05	1.64648716206431	0.144	0.055	0.45076127029344	"5"	"STAT2"
"MAGED21"	3.6416857300753e-05	1.21906593832963	0.222	0.098	0.457759896270465	"5"	"MAGED2"
"LSM101"	3.6845250245518e-05	0.859799410346455	0.347	0.193	0.463144795586161	"5"	"LSM10"
"SLC43A31"	3.77807745484974e-05	2.26415382785817	0.09	0.025	0.474904336074612	"5"	"SLC43A3"
"RRP7A"	3.7811508418084e-05	1.2381386717965	0.216	0.094	0.475290660815317	"5"	"RRP7A"
"DRAM11"	3.80527849092133e-05	2.61994537461181	0.072	0.012	0.478323506308811	"5"	"DRAM1"
"FRAT21"	3.89606860322914e-05	1.58508661740016	0.132	0.043	0.489735823425903	"5"	"FRAT2"
"TUBB4B1"	3.93529221959799e-05	1.05443523655683	0.257	0.124	0.494666232003467	"5"	"TUBB4B"
"ATP6V1B21"	3.94742504397482e-05	1.42673685395931	0.18	0.073	0.496191328027635	"5"	"ATP6V1B2"
"IFIT21"	3.96373080001697e-05	1.10424553632777	0.144	0.05	0.498240961562133	"5"	"IFIT2"
"NDUFA12"	4.2341048614774e-05	0.678682529727087	0.359	0.203	0.532226981087709	"5"	"NDUFA12"
"LSMD11"	4.33464922545343e-05	1.0667316096539	0.305	0.161	0.544865407639497	"5"	"LSMD1"
"PRDX1"	4.34166872780844e-05	1.08163104734491	0.443	0.285	0.545747759085521	"5"	"PRDX1"
"DESI11"	4.57724065815348e-05	1.25112714756193	0.162	0.061	0.575359150729892	"5"	"DESI1"
"RP11-22N19.21"	4.63722725548528e-05	2.74958065502841	0.066	0.01	0.582899466014499	"5"	"RP11-22N19.2"
"PLSCR11"	4.81582037598099e-05	0.923116910023102	0.257	0.127	0.60534862126081	"5"	"PLSCR1"
"FAM32A"	4.89582622666536e-05	0.919505656470723	0.257	0.126	0.615405356691836	"5"	"FAM32A"
"UQCR101"	5.07401323081526e-05	0.54794679385876	0.491	0.322	0.637803463113478	"5"	"UQCR10"
"SNX9"	5.08887572098742e-05	2.10551764208067	0.12	0.037	0.639671678128118	"5"	"SNX9"
"TANGO2"	5.18072592901568e-05	1.84550507502695	0.108	0.03	0.651217249277271	"5"	"TANGO2"
"IL10RB-AS11"	5.19813809628176e-05	2.91950565647072	0.06	0.008	0.653405958702617	"5"	"IL10RB-AS1"
"FCHO1"	5.22329990043681e-05	1.47893306508474	0.066	0.03	0.656568797484908	"5"	"FCHO1"
"PTGIR1"	5.2247988724791e-05	2.40493248364096	0.072	0.015	0.656757218270623	"5"	"PTGIR"
"MEA1"	5.27858731150006e-05	1.07674539828192	0.246	0.117	0.663518425055557	"5"	"MEA1"
"CINP1"	5.34079387386925e-05	1.33454315574957	0.162	0.062	0.671337789945364	"5"	"CINP"
"MPDU1"	5.42049339720426e-05	1.46007403783343	0.126	0.051	0.681356020028575	"5"	"MPDU1"
"ATF31"	5.42163149421032e-05	1.36368950140908	0.144	0.053	0.681499078822237	"5"	"ATF3"
"CMTM7"	5.48216719475918e-05	0.557269572929824	0.329	0.187	0.689108416381229	"5"	"CMTM7"
"XPNPEP1"	5.54098669284829e-05	1.56900840938659	0.084	0.039	0.69650202729103	"5"	"XPNPEP1"
"PSMC4"	5.63316020012757e-05	0.69106419046147	0.287	0.152	0.708088237156035	"5"	"PSMC4"
"UQCRFS11"	5.63521976537586e-05	0.667011203344856	0.425	0.263	0.708347124507745	"5"	"UQCRFS1"
"NMI1"	5.68813913179076e-05	0.952073518927153	0.299	0.157	0.714999088866098	"5"	"NMI"
"ELF4"	5.72457535476573e-05	2.05277218733419	0.096	0.024	0.719579122094053	"5"	"ELF4"
"TLR1"	6.02158540808041e-05	2.40493248364096	0.078	0.015	0.756913285795707	"5"	"TLR1"
"PSEN11"	6.06163471195786e-05	1.82758316702968	0.108	0.03	0.761947483293104	"5"	"PSEN1"
"DHX29"	6.06608420324909e-05	1.41049200898286	0.15	0.055	0.76250678434841	"5"	"DHX29"
"PLEKHO21"	6.67760259384884e-05	2.08943065791304	0.096	0.024	0.839374646046799	"5"	"PLEKHO2"
"PNPLA61"	6.74207879763903e-05	1.72686057852833	0.12	0.037	0.847479304863226	"5"	"PNPLA6"
"ADIPOR11"	6.82116414579159e-05	1.13814594294606	0.216	0.12	0.857420333126003	"5"	"ADIPOR1"
"DNASE1L1"	7.00887633261115e-05	1.997508168472	0.102	0.027	0.881015755009222	"5"	"DNASE1L1"
"GSTZ1"	7.0327138650494e-05	1.94222573297081	0.09	0.021	0.884012132836709	"5"	"GSTZ1"
"POLR2E"	7.07044990993962e-05	0.872812421022682	0.287	0.15	0.88875555367941	"5"	"POLR2E"
"SPCS31"	7.10918338452819e-05	0.852150388668958	0.198	0.098	0.893624351435193	"5"	"SPCS3"
"GNB4"	7.16354142847532e-05	2.85537531905101	0.06	0.009	0.900457157559348	"5"	"GNB4"
"GPBP1L1"	7.20178892826472e-05	1.80132423012241	0.162	0.067	0.905264868282876	"5"	"GPBP1L1"
"CDK2AP2"	7.2866558023776e-05	0.871752525022355	0.281	0.148	0.915932634358865	"5"	"CDK2AP2"
"NOTCH2NL2"	7.35051508953945e-05	1.11215073441312	0.21	0.093	0.92395974675511	"5"	"NOTCH2NL"
"HAGH1"	7.53042797574768e-05	0.516919898238136	0.222	0.103	0.946574796551483	"5"	"HAGH"
"NFYC"	7.61866211408646e-05	1.88587487858944	0.168	0.078	0.957665827740667	"5"	"NFYC"
"ATP5EP21"	7.87851800898165e-05	0.799211422753011	0.407	0.258	0.990329713728993	"5"	"ATP5EP2"
"RASGRP21"	7.94736777474158e-05	0.774017767669275	0.371	0.227	0.998984129285017	"5"	"RASGRP2"
"MARCH11"	8.02903502554265e-05	0.953293969927006	0.156	0.068	1	"5"	"MARCH1"
"PSMD91"	8.03073250531842e-05	0.713735456081688	0.299	0.17	1	"5"	"PSMD9"
"S100Z1"	8.0806579045248e-05	2.30059582382623	0.078	0.016	1	"5"	"S100Z"
"RP11-65J3.11"	8.15087097767625e-05	2.49066235766685	0.072	0.013	1	"5"	"RP11-65J3.1"
"PSENEN1"	8.20052059301592e-05	0.919505656470723	0.251	0.127	1	"5"	"PSENEN"
"PMAIP1"	8.23596435102643e-05	0.681969748873733	0.234	0.121	1	"5"	"PMAIP1"
"FIBP1"	8.25236190933971e-05	0.966098350774494	0.293	0.156	1	"5"	"FIBP"
"RER1"	8.28991728673104e-05	0.537635021127078	0.353	0.206	1	"5"	"RER1"
"CASP7"	8.3282512684547e-05	2.15397091010775	0.078	0.02	1	"5"	"CASP7"
"TMEM11"	8.37754705964202e-05	1.33454315574957	0.18	0.073	1	"5"	"TMEM11"
"SRD5A31"	8.46845405435623e-05	1.59757756158336	0.138	0.047	1	"5"	"SRD5A3"
"WDR131"	8.57065944521096e-05	1.43407882930048	0.162	0.062	1	"5"	"WDR13"
"SNX11"	9.0082444415495e-05	1.84911632857932	0.108	0.032	1	"5"	"SNX11"
"TMEM9B"	9.01026417575887e-05	0.713251881953379	0.317	0.176	1	"5"	"TMEM9B"
"LAMTOR11"	9.21384449158423e-05	0.767220814164141	0.455	0.325	1	"5"	"LAMTOR1"
"TRAF7"	9.41656092979071e-05	1.99667351699318	0.102	0.036	1	"5"	"TRAF7"
"ITPA"	9.49525822083335e-05	1.96752717133367	0.15	0.119	1	"5"	"ITPA"
"PPCS"	9.59363942155018e-05	0.878699440082837	0.317	0.175	1	"5"	"PPCS"
"KCNMB11"	9.73293034769798e-05	2.79397477438686	0.06	0.009	1	"5"	"KCNMB1"
"XXbac-B135H6.151"	9.73293034770102e-05	2.79397477438686	0.06	0.009	1	"5"	"XXbac-B135H6.15"
"MARCKS1"	9.73450981842028e-05	2.10007790211254	0.09	0.023	1	"5"	"MARCKS"
"CLEC1B"	9.81905912857893e-05	6.91950565647072	0.018	0	1	"5"	"CLEC1B"
"GFI1B"	9.81905912857896e-05	6.50446815719188	0.018	0	1	"5"	"GFI1B"
"RP11-879F14.2"	9.81905912857943e-05	5.91950565647072	0.018	0	1	"5"	"RP11-879F14.2"
"HIST1H2BJ"	9.81905912857947e-05	7.24143375135809	0.018	0	1	"5"	"HIST1H2BJ"
"C6orf25"	9.81905912857947e-05	5.91950565647072	0.018	0	1	"5"	"C6orf25"
"CHMP1B1"	9.92600048386773e-05	1.00052666559227	0.395	0.241	1	"5"	"CHMP1B"
"SHFM1"	9.95267312627018e-05	0.730999229286685	0.323	0.186	1	"5"	"SHFM1"
"KRAS"	0.00010369252786101	1.05992077564056	0.18	0.08	1	"5"	"KRAS"
"LYPLA1"	0.000105268822970354	0.658978106247504	0.269	0.142	1	"5"	"LYPLA1"
"ADM1"	0.000105288197063017	2.9935062379145	0.054	0.007	1	"5"	"ADM"
"CBFA2T3"	0.000106091337324364	2.59757756158336	0.066	0.011	1	"5"	"CBFA2T3"
"KIAA09301"	0.000106426047113109	1.87114263490932	0.108	0.032	1	"5"	"KIAA0930"
"MIEN1"	0.000106492170717718	0.869752621273624	0.305	0.167	1	"5"	"MIEN1"
"GPX11"	0.000107197714856438	1.33560279225764	0.563	0.399	1	"5"	"GPX1"
"RAB1B"	0.000108107185275309	2.22616699470478	0.138	0.056	1	"5"	"RAB1B"
"PCMT1"	0.000110297573748903	0.597577561583361	0.353	0.207	1	"5"	"PCMT1"
"SLC6A6"	0.000110798440197305	2.61833612175016	0.084	0.026	1	"5"	"SLC6A6"
"TMOD3"	0.000111678640918431	1.41049200898286	0.15	0.057	1	"5"	"TMOD3"
"CDK5"	0.000114181249506205	2.10007790211254	0.09	0.022	1	"5"	"CDK5"
"GRB21"	0.000114891570262279	0.790222639525756	0.305	0.167	1	"5"	"GRB2"
"TWF21"	0.000115162865040393	0.78812823551763	0.305	0.167	1	"5"	"TWF2"
"RTP4"	0.000115849722296092	1.58560491991728	0.132	0.045	1	"5"	"RTP4"
"ALAD"	0.000119534275900691	2.18254006230452	0.084	0.019	1	"5"	"ALAD"
"UCHL3"	0.00011971663768972	1.21116074024428	0.162	0.067	1	"5"	"UCHL3"
"ERICH11"	0.000119810592482398	1.25958109806834	0.222	0.104	1	"5"	"ERICH1"
"CLIP4"	0.000120875124134257	2.24143375135809	0.072	0.018	1	"5"	"CLIP4"
"NUBP1"	0.0001210944188372	1.21524422737722	0.168	0.07	1	"5"	"NUBP1"
"ARPC4"	0.000121142283787265	0.596106174366692	0.455	0.294	1	"5"	"ARPC4"
"PQLC3"	0.000122081199055605	0.952672520405922	0.192	0.092	1	"5"	"PQLC3"
"TMEM147"	0.000125325079572516	0.554668970114069	0.299	0.179	1	"5"	"TMEM147"
"ERCC11"	0.000126107802220247	1.41537423036261	0.222	0.107	1	"5"	"ERCC1"
"GLUD1"	0.000127197114631539	1.29427928553584	0.24	0.117	1	"5"	"GLUD1"
"IMPA21"	0.000127629029263646	1.91950565647072	0.102	0.028	1	"5"	"IMPA2"
"CLTB1"	0.000130337753675541	0.625058298005468	0.299	0.175	1	"5"	"CLTB"
"JDP21"	0.000130509004610154	2.7350810853333	0.06	0.009	1	"5"	"JDP2"
"ZEB21"	0.000131201943849271	1.35591680654213	0.174	0.072	1	"5"	"ZEB2"
"RAB7A"	0.000132181634209758	0.549249383940882	0.449	0.29	1	"5"	"RAB7A"
"NUMB1"	0.00013292031763781	0.957307689183107	0.168	0.072	1	"5"	"NUMB"
"DSTN1"	0.000134840320811672	0.924980786536874	0.311	0.182	1	"5"	"DSTN"
"RBCK1"	0.000135173395098286	1.02511584443132	0.335	0.192	1	"5"	"RBCK1"
"CSRP1"	0.000135547660856152	0.987892631450973	0.156	0.06	1	"5"	"CSRP1"
"COMMD7"	0.000136914735784421	0.606815768438699	0.269	0.156	1	"5"	"COMMD7"
"GYG11"	0.000137204056636551	0.878164861089823	0.222	0.104	1	"5"	"GYG1"
"POLR2F"	0.00013743383255107	0.812122121097123	0.293	0.161	1	"5"	"POLR2F"
"CCDC231"	0.000138905531825767	0.873990997218355	0.222	0.111	1	"5"	"CCDC23"
"FUCA21"	0.000139104843942643	1.70227494025005	0.114	0.036	1	"5"	"FUCA2"
"COX7A2"	0.000140103517993866	0.576153794881238	0.539	0.375	1	"5"	"COX7A2"
"LPCAT3"	0.00014013949065526	1.83204281522038	0.108	0.032	1	"5"	"LPCAT3"
"NINJ21"	0.000140898340442038	1.85341646601295	0.09	0.024	1	"5"	"NINJ2"
"ASCL21"	0.000141519862211705	1.32566500440311	0.15	0.057	1	"5"	"ASCL2"
"CAPZA1"	0.000144246085368861	0.774947375186838	0.281	0.154	1	"5"	"CAPZA1"
"SNX1"	0.000144775019562458	1.2718074004016	0.168	0.069	1	"5"	"SNX1"
"IVD"	0.000146756378985501	1.98090620113487	0.096	0.026	1	"5"	"IVD"
"LPCAT21"	0.000147146541981095	2.91950565647072	0.054	0.008	1	"5"	"LPCAT2"
"PDLIM71"	0.000148293599677622	1.78564990973593	0.102	0.03	1	"5"	"PDLIM7"
"PLBD11"	0.000148952991821417	0.662672589805245	0.174	0.081	1	"5"	"PLBD1"
"IER5"	0.000154511303937984	1.33454315574957	0.144	0.055	1	"5"	"IER5"
"TAPBPL"	0.000155792619669325	1.46947273583567	0.15	0.057	1	"5"	"TAPBPL"
"DUSP231"	0.00016178675043525	1.05051166862073	0.198	0.089	1	"5"	"DUSP23"
"TMEM107"	0.000162973152900229	1.63571269047013	0.126	0.042	1	"5"	"TMEM107"
"NABP1"	0.000165846642890003	2.56900840938659	0.108	0.038	1	"5"	"NABP1"
"RRBP11"	0.000168250277896165	1.83704349627875	0.096	0.027	1	"5"	"RRBP1"
"FUNDC2"	0.000171111221759883	0.671578143027137	0.246	0.139	1	"5"	"FUNDC2"
"NDUFA6"	0.000173895567342742	0.868401315522717	0.281	0.152	1	"5"	"NDUFA6"
"LAP31"	0.000174344978084435	0.823409066886579	0.263	0.141	1	"5"	"LAP3"
"HELZ2"	0.00017508534053862	1.34382096933758	0.15	0.059	1	"5"	"HELZ2"
"STK40"	0.000177513366818299	1.75904098427748	0.09	0.03	1	"5"	"STK40"
"STX72"	0.000179158487286119	1.3518211471814	0.228	0.113	1	"5"	"STX7"
"PRKACA1"	0.000179715136889427	1.21906593832963	0.108	0.033	1	"5"	"PRKACA"
"ROGDI1"	0.000180614434328335	1.65101682054482	0.12	0.039	1	"5"	"ROGDI"
"TMLHE"	0.000185222177225902	2.17227172685069	0.078	0.018	1	"5"	"TMLHE"
"NAPA1"	0.000185489402081692	1.05624199326246	0.24	0.119	1	"5"	"NAPA"
"THEM4"	0.000191646209960554	1.85722137821638	0.06	0.055	1	"5"	"THEM4"
"MAP1LC3B"	0.000191898961497103	0.772664268141452	0.377	0.231	1	"5"	"MAP1LC3B"
"NFAM11"	0.000192965209501184	2.21168640796403	0.078	0.019	1	"5"	"NFAM1"
"CLDN5"	0.000193600325967384	5.65647125063693	0.024	0	1	"5"	"CLDN5"
"ATP6V1A1"	0.000196200017870681	1.19158520190752	0.018	0.02	1	"5"	"ATP6V1A"
"RAB3D1"	0.000196580233022167	1.81714393884105	0.096	0.027	1	"5"	"RAB3D"
"ADK1"	0.000199387989808828	0.905699856945692	0.216	0.107	1	"5"	"ADK"
"PTRH2"	0.000202383936022279	2.33454315574957	0.072	0.015	1	"5"	"PTRH2"
"NDUFC11"	0.000202408978233064	0.860611967417154	0.234	0.121	1	"5"	"NDUFC1"
"SDF2L1"	0.000207379469502231	0.626723907242877	0.234	0.133	1	"5"	"SDF2L1"
"PTAFR1"	0.000208799401507091	1.52718823369196	0.09	0.025	1	"5"	"PTAFR"
"TMX1"	0.000208874410762773	1.05443523655683	0.198	0.093	1	"5"	"TMX1"
"SKAP21"	0.000210232175836379	1.41116443735248	0.144	0.055	1	"5"	"SKAP2"
"RNF1411"	0.000213821407542769	1.39867349316928	0.132	0.049	1	"5"	"RNF141"
"TCF25"	0.00021972273186019	0.971973076364858	0.371	0.233	1	"5"	"TCF25"
"ORMDL2"	0.000223351542382363	0.966639632061817	0.192	0.086	1	"5"	"ORMDL2"
"ITGA4"	0.000224570602449682	0.986142849501014	0.204	0.099	1	"5"	"ITGA4"
"SQRDL1"	0.000228250439580341	0.870468163162168	0.251	0.13	1	"5"	"SQRDL"
"CHMP3"	0.00023154735283659	0.903772730206127	0.287	0.158	1	"5"	"CHMP3"
"ICAM3"	0.000232564033881159	0.568598494611595	0.545	0.389	1	"5"	"ICAM3"
"MNT"	0.000241623786175684	2.05443523655683	0.072	0.02	1	"5"	"MNT"
"PINK11"	0.000243329362090796	2.54099403321699	0.066	0.02	1	"5"	"PINK1"
"ETS21"	0.000249487072247206	1.89713784344227	0.09	0.025	1	"5"	"ETS2"
"HNRNPH2"	0.000255838747374972	1.08943065791304	0.198	0.091	1	"5"	"HNRNPH2"
"NDUFB71"	0.000257445812514093	0.523669463555166	0.407	0.265	1	"5"	"NDUFB7"
"TPP1"	0.000258451096358125	0.954838729583003	0.18	0.087	1	"5"	"TPP1"
"AMICA11"	0.000258681003467313	0.517169477866972	0.383	0.244	1	"5"	"AMICA1"
"SASH3"	0.000258887001445005	0.845505075026946	0.216	0.111	1	"5"	"SASH3"
"LCP1"	0.000259192705212152	0.673813147410446	0.521	0.362	1	"5"	"LCP1"
"DNAJB121"	0.000259633435963365	1.42069979949928	0.132	0.049	1	"5"	"DNAJB12"
"STAT61"	0.000260681044362658	0.851334153829144	0.18	0.089	1	"5"	"STAT6"
"ZBTB7A1"	0.00026209646588304	1.3017532206319	0.162	0.066	1	"5"	"ZBTB7A"
"TBC1D1"	0.000265909423995344	1.27121722038074	0.15	0.061	1	"5"	"TBC1D1"
"PRDX4"	0.000269886521633985	0.897137843442269	0.18	0.079	1	"5"	"PRDX4"
"RP11-81H14.2"	0.000271668747554676	2.11215073441312	0.078	0.019	1	"5"	"RP11-81H14.2"
"TMEM164"	0.000273585184636851	2.78200213272079	0.054	0.008	1	"5"	"TMEM164"
"CHMP2A1"	0.000276404474156205	0.700337136008561	0.389	0.243	1	"5"	"CHMP2A"
"C19orf10"	0.000277793144985001	0.670445284672195	0.341	0.203	1	"5"	"C19orf10"
"MAP3K1"	0.000278914587157467	1.62532255206626	0.114	0.04	1	"5"	"MAP3K1"
"ANAPC13"	0.000280417513508786	0.656471250636929	0.198	0.093	1	"5"	"ANAPC13"
"SBF2"	0.000280574267083844	2.41700531594154	0.066	0.013	1	"5"	"SBF2"
"IL17RA1"	0.000281620739874227	1.45438292575557	0.126	0.044	1	"5"	"IL17RA"
"SLC40A11"	0.000284183161007257	1.64152090917096	0.066	0.035	1	"5"	"SLC40A1"
"TNFAIP8L21"	0.000286969830201652	0.925152219611865	0.186	0.091	1	"5"	"TNFAIP8L2"
"VIMP1"	0.000290297474342892	0.729260670648815	0.257	0.141	1	"5"	"VIMP"
"TCEB1"	0.000293165088999011	0.701082137337221	0.228	0.128	1	"5"	"TCEB1"
"NDUFV31"	0.000294204556611649	1.26178681331425	0.162	0.067	1	"5"	"NDUFV3"
"CHCHD51"	0.000294853662864181	0.807732407814206	0.246	0.132	1	"5"	"CHCHD5"
"COX7B1"	0.000295821729673529	1.05821192730232	0.222	0.109	1	"5"	"COX7B"
"COMT1"	0.000295920788747299	1.06152466134315	0.263	0.14	1	"5"	"COMT"
"CTC-378H22.1"	0.000297511872577522	2.18254006230452	0.066	0.013	1	"5"	"CTC-378H22.1"
